-5.513269,-2.9054265,-0.54172015,-4.604801,-4.5110865,-3.8606467,-4.5537367,0.22929382,-2.062859,-2.9283702
-2.874414,-3.7164922,-4.0244093,-0.8358729,-4.0447855,-1.4523673,-3.1128073,-3.8275833,-2.0480123,-3.1141613
-3.4848533,-2.518807,-3.2057903,-1.4935801,-3.0828025,-3.2577643,-3.38486,-0.61681366,-0.8120961,-3.561198
-5.2168975,-1.981133,2.8829777,-1.5519068,-4.960618,-8.5972805,-5.2849836,-1.0152817,-4.3396688,-3.0989177
-4.196935,-3.6331182,-3.6896923,-1.3999522,-4.94526,-2.9357429,-4.0978384,1.1528778,-0.86299944,-3.0327785
-3.807878,-2.5069814,0.5263264,-1.4278452,-3.595101,-3.1224685,-5.313884,-2.8448029,-1.7296834,-3.1599758
-2.1184669,-0.0067448616,-0.9439647,-6.0384254,-1.410836,-2.6552672,-3.2620497,-1.2741699,-3.3377995,-3.9885929
-1.6474166,-0.15013933,-3.1018322,-3.771496,-1.839402,-1.2993522,-5.758128,-1.1062012,-1.5379491,0.44814038
-5.2402053,-1.9010167,-1.9277904,-1.9573023,-3.416848,-1.4238029,-7.464183,1.3003006,-0.8025975,-2.986369
-5.4879203,0.812408,-1.6025493,-1.729336,-2.1143882,-3.3638968,-2.4788465,-1.8732605,-2.5708394,-0.47376513
-2.8519645,-0.06282854,-3.4461315,0.48646903,-4.191045,-3.94132,-6.806651,-2.4916763,-3.9629827,-4.983241
-2.6605506,-2.640862,-1.3958766,-0.9328654,-3.7241294,-1.8143973,-3.6571264,0.39450073,-2.7205434,-3.72951
-6.8482757,-2.6009831,-2.6840084,-2.3692744,-4.4481325,-1.5438743,-4.1872396,-2.2931595,-3.0826268,-2.0298183
-1.781465,-3.21341,-3.1075847,-0.7907145,-0.99785686,-2.6704879,-5.00714,-2.2266922,-2.539658,-0.84015155
-4.712358,-3.5022054,1.0805027,-1.4670527,-2.131913,-3.4884734,-4.1529913,-0.4198227,0.040328503,-0.34384418
-4.7086425,1.4411922,-3.898791,-2.588093,-3.6336715,-0.41837072,-6.488696,-1.2457504,-1.1625447,-3.960078
-2.9901557,-3.3378377,-1.9320934,-0.5399058,0.72730184,-4.5875335,-5.773345,-3.6572037,-2.6977696,-1.735728
-3.4828277,-4.677979,-3.3635433,-4.247364,-4.071122,-6.2875,-4.182891,-4.447792,-1.7057118,-4.567168
-2.5867019,-0.90372515,0.3859303,-3.3743174,-1.511895,-3.438417,-2.1792173,-0.3047409,-0.808167,-3.6712673
-4.2116675,-2.3361058,0.49834943,-1.3867762,-5.2882547,-1.9203391,-3.8413496,0.72293854,-8.017399,-3.1440609
-6.5069976,-0.82196856,0.36785626,-1.8816264,-1.9384696,-5.1478324,-6.919276,-2.013031,-2.3386006,-3.4355037
-4.4310927,-4.101197,-6.0230055,-1.4695933,-4.710786,-5.8519454,-5.5460615,-4.194542,-3.534821,-6.2357206
-6.643453,-4.1689,-0.7730434,-2.1321452,-1.3095176,-7.9597945,-3.5139036,-1.6901855,-1.7371602,-1.3832195
-6.6689353,1.1327357,1.8908055,-5.0010414,-1.9327934,-3.8568015,-4.303443,-5.478256,-1.6933675,-3.2447078
-5.860006,-1.224999,-1.5997036,-3.8903925,-2.0244071,-4.506746,-4.0809774,-1.5060501,-5.44278,-5.046489
-1.5560699,0.94264174,0.1033299,-2.8181193,-1.0297706,-9.442923,-3.5994139,-2.6398392,-2.749947,-3.4852245
-4.385755,0.38766432,-2.2325466,-0.4658854,0.031485796,-1.9456649,-6.169936,-3.0637436,-3.9438024,-2.8380916
-2.8588195,-0.7171483,-2.77048,-12.936008,-2.3643653,-1.9638762,-3.820033,-2.600914,-3.4807363,-2.9275463
-5.9692664,1.0994792,-4.4079924,-0.6697352,-1.656327,-3.889543,-2.6403189,-0.38210297,-2.0470357,-1.6938426
-6.988462,-3.732018,-5.0752287,-2.6610148,-7.3047533,-1.218286,-4.4110174,-3.8751068,-1.1845708,-4.688777
-3.3747382,-2.8518758,1.7055714,0.17849326,-3.5487602,-2.0232062,-7.278945,-2.7572403,-2.135407,-1.9918087
-2.2698188,-15.719269,0.011914492,-0.8169596,-2.6865318,-5.741876,-8.117572,-0.4178009,-3.612801,-2.9482524
-4.356607,-3.2721486,1.2704899,-1.9396632,-4.349286,-3.0525718,-5.287154,-3.2245712,-1.7190404,-2.1313655
-10.176603,-4.7085423,-4.6688643,-6.2278175,-7.569257,-7.2309546,-5.135112,-0.87407684,-5.1036153,-5.321616
-5.6921096,-4.7587743,0.48317456,-3.0189936,-3.9045494,-6.618158,-4.990138,0.56430817,-2.932778,-3.3759334
-4.4394393,-2.5497441,-3.3560817,-0.8465617,-2.836106,-3.1690612,-5.1030874,-3.3181992,-2.9646153,-2.4070842
-3.0473418,-4.300202,-5.971507,-0.8189051,-2.3040168,-6.59403,-4.2825537,-2.6921387,-2.9447713,-2.5998714
